id	pathway_id	pathway_name
720	hsa05200	Pathways in cancer
721	hsa04141	Protein processing in endoplasmic reticulum
722	hsa03010	Ribosome
723	hsa04110	Cell cycle
724	hsa04114	Oocyte meiosis
725	hsa04120	Ubiquitin mediated proteolysis
726	hsa04141	Protein processing in endoplasmic reticulum
727	hsa04310	Wnt signaling pathway
728	hsa04350	TGF-beta signaling pathway
729	hsa04710	Circadian rhythm
730	hsa05170	Human immunodeficiency virus 1 infection
731	hsa05200	Pathways in cancer
732	hsa04110	Cell cycle
733	hsa04114	Oocyte meiosis
734	hsa04120	Ubiquitin mediated proteolysis
735	hsa04141	Protein processing in endoplasmic reticulum
736	hsa04310	Wnt signaling pathway
737	hsa04350	TGF-beta signaling pathway
738	hsa04710	Circadian rhythm
739	hsa05170	Human immunodeficiency virus 1 infection
740	hsa05200	Pathways in cancer
741	hsa03010	Ribosome
742	hsa03010	Ribosome
743	hsa03015	mRNA surveillance pathway
744	hsa04022	cGMP-PKG signaling pathway
745	hsa04024	cAMP signaling pathway
746	hsa04114	Oocyte meiosis
747	hsa04218	Cellular senescence
748	hsa04261	Adrenergic signaling in cardiomyocytes
749	hsa04270	Vascular smooth muscle contraction
750	hsa04390	Hippo signaling pathway
751	hsa04510	Focal adhesion
752	hsa04611	Platelet activation
753	hsa04720	Long-term potentiation
754	hsa04728	Dopaminergic synapse
755	hsa04750	Inflammatory mediator regulation of TRP channels
756	hsa04810	Regulation of actin cytoskeleton
757	hsa04910	Insulin signaling pathway
758	hsa04921	Oxytocin signaling pathway
759	hsa04931	Insulin resistance
760	hsa05031	Amphetamine addiction
761	hsa05034	Alcoholism
762	hsa05168	Herpes simplex virus 1 infection
763	hsa05205	Proteoglycans in cancer
764	hsa04530	Tight junction
765	hsa04530	Tight junction
766	hsa04530	Tight junction
767	hsa04144	Endocytosis
768	hsa04928	Parathyroid hormone synthesis, secretion and action
769	hsa00480	Glutathione metabolism
770	hsa00590	Arachidonic acid metabolism
771	hsa04918	Thyroid hormone synthesis
772	hsa05014	Amyotrophic lateral sclerosis (ALS)
773	hsa05016	Huntington disease
774	hsa00010	Glycolysis / Gluconeogenesis
775	hsa01100	Metabolic pathways
776	hsa01200	Carbon metabolism
777	hsa01230	Biosynthesis of amino acids
778	hsa04066	HIF-1 signaling pathway
779	hsa00010	Glycolysis / Gluconeogenesis
780	hsa01100	Metabolic pathways
781	hsa01200	Carbon metabolism
782	hsa01230	Biosynthesis of amino acids
783	hsa04066	HIF-1 signaling pathway
784	hsa03013	RNA transport
785	hsa05418	Fluid shear stress and atherosclerosis
786	hsa03013	RNA transport
787	hsa05418	Fluid shear stress and atherosclerosis
788	hsa03010	Ribosome
789	hsa04142	Lysosome
790	hsa04142	Lysosome
791	hsa04014	Ras signaling pathway
792	hsa04062	Chemokine signaling pathway
793	hsa04151	PI3K-Akt signaling pathway
794	hsa04371	Apelin signaling pathway
795	hsa04713	Circadian entrainment
796	hsa04723	Retrograde endocannabinoid signaling
797	hsa04724	Glutamatergic synapse
798	hsa04725	Cholinergic synapse
799	hsa04726	Serotonergic synapse
800	hsa04727	GABAergic synapse
801	hsa04728	Dopaminergic synapse
802	hsa04740	Olfactory transduction
803	hsa04744	Phototransduction
804	hsa04926	Relaxin signaling pathway
805	hsa05032	Morphine addiction
806	hsa05034	Alcoholism
807	hsa05163	Human cytomegalovirus infection
808	hsa05167	Kaposi sarcoma-associated herpesvirus infection
809	hsa05170	Human immunodeficiency virus 1 infection
810	hsa05200	Pathways in cancer
811	hsa04014	Ras signaling pathway
812	hsa04062	Chemokine signaling pathway
813	hsa04151	PI3K-Akt signaling pathway
814	hsa04371	Apelin signaling pathway
815	hsa04713	Circadian entrainment
816	hsa04723	Retrograde endocannabinoid signaling
817	hsa04724	Glutamatergic synapse
818	hsa04725	Cholinergic synapse
819	hsa04726	Serotonergic synapse
820	hsa04727	GABAergic synapse
821	hsa04728	Dopaminergic synapse
822	hsa04740	Olfactory transduction
823	hsa04744	Phototransduction
824	hsa04926	Relaxin signaling pathway
825	hsa05032	Morphine addiction
826	hsa05034	Alcoholism
827	hsa05163	Human cytomegalovirus infection
828	hsa05167	Kaposi sarcoma-associated herpesvirus infection
829	hsa05170	Human immunodeficiency virus 1 infection
830	hsa05200	Pathways in cancer
831	hsa04014	Ras signaling pathway
832	hsa04062	Chemokine signaling pathway
833	hsa04151	PI3K-Akt signaling pathway
834	hsa04371	Apelin signaling pathway
835	hsa04713	Circadian entrainment
836	hsa04723	Retrograde endocannabinoid signaling
837	hsa04724	Glutamatergic synapse
838	hsa04725	Cholinergic synapse
839	hsa04726	Serotonergic synapse
840	hsa04727	GABAergic synapse
841	hsa04728	Dopaminergic synapse
842	hsa04740	Olfactory transduction
843	hsa04744	Phototransduction
844	hsa04926	Relaxin signaling pathway
845	hsa05032	Morphine addiction
846	hsa05034	Alcoholism
847	hsa05163	Human cytomegalovirus infection
848	hsa05167	Kaposi sarcoma-associated herpesvirus infection
849	hsa05170	Human immunodeficiency virus 1 infection
850	hsa05200	Pathways in cancer
851	hsa04216	Ferroptosis
852	hsa04217	Necroptosis
853	hsa04978	Mineral absorption
854	hsa03008	Ribosome biogenesis in eukaryotes
855	hsa03013	RNA transport
856	hsa05166	Human T-cell leukemia virus 1 infection
857	hsa03008	Ribosome biogenesis in eukaryotes
858	hsa03013	RNA transport
859	hsa05166	Human T-cell leukemia virus 1 infection
860	hsa03040	Spliceosome
861	hsa04141	Protein processing in endoplasmic reticulum
862	hsa04210	Apoptosis
863	hsa04217	Necroptosis
864	hsa04218	Cellular senescence
865	hsa05010	Alzheimer disease
866	hsa04360	Axon guidance
867	hsa03010	Ribosome
868	hsa04390	Hippo signaling pathway
869	hsa04520	Adherens junction
870	hsa04670	Leukocyte transendothelial migration
871	hsa05100	Bacterial invasion of epithelial cells
872	hsa05200	Pathways in cancer
873	hsa05213	Endometrial cancer
874	hsa05226	Gastric cancer
875	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
876	hsa04390	Hippo signaling pathway
877	hsa04520	Adherens junction
878	hsa04670	Leukocyte transendothelial migration
879	hsa05100	Bacterial invasion of epithelial cells
880	hsa05200	Pathways in cancer
881	hsa05213	Endometrial cancer
882	hsa05226	Gastric cancer
883	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
884	hsa04071	Sphingolipid signaling pathway
885	hsa04140	Autophagy - animal
886	hsa04142	Lysosome
887	hsa04210	Apoptosis
888	hsa04915	Estrogen signaling pathway
889	hsa05152	Tuberculosis
890	hsa00270	Cysteine and methionine metabolism
891	hsa01100	Metabolic pathways
892	hsa01230	Biosynthesis of amino acids
893	hsa00270	Cysteine and methionine metabolism
894	hsa01100	Metabolic pathways
895	hsa01230	Biosynthesis of amino acids
896	hsa04151	PI3K-Akt signaling pathway
897	hsa04510	Focal adhesion
898	hsa04512	ECM-receptor interaction
899	hsa05020	Prion diseases
900	hsa05145	Toxoplasmosis
901	hsa05146	Amoebiasis
902	hsa05165	Human papillomavirus infection
903	hsa05200	Pathways in cancer
904	hsa05222	Small cell lung cancer
905	hsa04151	PI3K-Akt signaling pathway
906	hsa04510	Focal adhesion
907	hsa04512	ECM-receptor interaction
908	hsa05020	Prion diseases
909	hsa05145	Toxoplasmosis
910	hsa05146	Amoebiasis
911	hsa05165	Human papillomavirus infection
912	hsa05200	Pathways in cancer
913	hsa05222	Small cell lung cancer
914	hsa03040	Spliceosome
915	hsa05203	Viral carcinogenesis
916	hsa05206	MicroRNAs in cancer
917	hsa05100	Bacterial invasion of epithelial cells
918	hsa04010	MAPK signaling pathway
919	hsa04022	cGMP-PKG signaling pathway
920	hsa04137	Mitophagy - animal
921	hsa04141	Protein processing in endoplasmic reticulum
922	hsa04151	PI3K-Akt signaling pathway
923	hsa04210	Apoptosis
924	hsa04211	Longevity regulating pathway
925	hsa04261	Adrenergic signaling in cardiomyocytes
926	hsa04668	TNF signaling pathway
927	hsa04720	Long-term potentiation
928	hsa04722	Neurotrophin signaling pathway
929	hsa04725	Cholinergic synapse
930	hsa04728	Dopaminergic synapse
931	hsa04911	Insulin secretion
932	hsa04912	GnRH signaling pathway
933	hsa04915	Estrogen signaling pathway
934	hsa04918	Thyroid hormone synthesis
935	hsa04922	Glucagon signaling pathway
936	hsa04925	Aldosterone synthesis and secretion
937	hsa04926	Relaxin signaling pathway
938	hsa04927	Cortisol synthesis and secretion
939	hsa04928	Parathyroid hormone synthesis, secretion and action
940	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
941	hsa04934	Cushing syndrome
942	hsa05030	Cocaine addiction
943	hsa05031	Amphetamine addiction
944	hsa05034	Alcoholism
945	hsa05161	Hepatitis B
946	hsa05163	Human cytomegalovirus infection
947	hsa05166	Human T-cell leukemia virus 1 infection
948	hsa05203	Viral carcinogenesis
949	hsa05215	Prostate cancer
950	hsa01522	Endocrine resistance
951	hsa04015	Rap1 signaling pathway
952	hsa04020	Calcium signaling pathway
953	hsa04024	cAMP signaling pathway
954	hsa04072	Phospholipase D signaling pathway
955	hsa04261	Adrenergic signaling in cardiomyocytes
956	hsa04270	Vascular smooth muscle contraction
957	hsa04540	Gap junction
958	hsa04611	Platelet activation
959	hsa04713	Circadian entrainment
960	hsa04714	Thermogenesis
961	hsa04724	Glutamatergic synapse
962	hsa04726	Serotonergic synapse
963	hsa04728	Dopaminergic synapse
964	hsa04730	Long-term depression
965	hsa04750	Inflammatory mediator regulation of TRP channels
966	hsa04911	Insulin secretion
967	hsa04912	GnRH signaling pathway
968	hsa04913	Ovarian steroidogenesis
969	hsa04915	Estrogen signaling pathway
970	hsa04916	Melanogenesis
971	hsa04918	Thyroid hormone synthesis
972	hsa04921	Oxytocin signaling pathway
973	hsa04922	Glucagon signaling pathway
974	hsa04923	Regulation of lipolysis in adipocytes
975	hsa04924	Renin secretion
976	hsa04925	Aldosterone synthesis and secretion
977	hsa04926	Relaxin signaling pathway
978	hsa04927	Cortisol synthesis and secretion
979	hsa04928	Parathyroid hormone synthesis, secretion and action
980	hsa04934	Cushing syndrome
981	hsa04961	Endocrine and other factor-regulated calcium reabsorption
982	hsa04962	Vasopressin-regulated water reabsorption
983	hsa04970	Salivary secretion
984	hsa04971	Gastric acid secretion
985	hsa04972	Pancreatic secretion
986	hsa04976	Bile secretion
987	hsa05030	Cocaine addiction
988	hsa05031	Amphetamine addiction
989	hsa05032	Morphine addiction
990	hsa05034	Alcoholism
991	hsa05110	Vibrio cholerae infection
992	hsa05142	Chagas disease (American trypanosomiasis)
993	hsa05146	Amoebiasis
994	hsa05163	Human cytomegalovirus infection
995	hsa05165	Human papillomavirus infection
996	hsa05200	Pathways in cancer
997	hsa05414	Dilated cardiomyopathy (DCM)
998	hsa03010	Ribosome
999	hsa04010	MAPK signaling pathway
1000	hsa05206	MicroRNAs in cancer
1001	hsa04979	Cholesterol metabolism
1002	hsa05010	Alzheimer disease
1003	hsa05144	Malaria
1004	hsa04979	Cholesterol metabolism
1005	hsa05010	Alzheimer disease
1006	hsa05144	Malaria
1007	hsa03050	Proteasome
1008	hsa04146	Peroxisome
1009	hsa00330	Arginine and proline metabolism
1010	hsa00480	Glutathione metabolism
1011	hsa01100	Metabolic pathways
1012	hsa04520	Adherens junction
1013	hsa04810	Regulation of actin cytoskeleton
1014	hsa05205	Proteoglycans in cancer
1015	hsa03450	Non-homologous end-joining
1016	hsa00020	Citrate cycle (TCA cycle)
1017	hsa00630	Glyoxylate and dicarboxylate metabolism
1018	hsa01100	Metabolic pathways
1019	hsa01200	Carbon metabolism
1020	hsa01210	2-Oxocarboxylic acid metabolism
1021	hsa01230	Biosynthesis of amino acids
1022	hsa04151	PI3K-Akt signaling pathway
1023	hsa04210	Apoptosis
1024	hsa04630	Jak-STAT signaling pathway
1025	hsa05206	MicroRNAs in cancer
1026	hsa04151	PI3K-Akt signaling pathway
1027	hsa04210	Apoptosis
1028	hsa04630	Jak-STAT signaling pathway
1029	hsa05206	MicroRNAs in cancer
1030	hsa04151	PI3K-Akt signaling pathway
1031	hsa04210	Apoptosis
1032	hsa04630	Jak-STAT signaling pathway
1033	hsa05206	MicroRNAs in cancer
1034	hsa03040	Spliceosome
1035	hsa04010	MAPK signaling pathway
1036	hsa04141	Protein processing in endoplasmic reticulum
1037	hsa04144	Endocytosis
1038	hsa04213	Longevity regulating pathway - multiple species
1039	hsa04612	Antigen processing and presentation
1040	hsa04915	Estrogen signaling pathway
1041	hsa05020	Prion diseases
1042	hsa05134	Legionellosis
1043	hsa05145	Toxoplasmosis
1044	hsa05162	Measles
1045	hsa05164	Influenza A
1046	hsa03040	Spliceosome
1047	hsa04010	MAPK signaling pathway
1048	hsa04141	Protein processing in endoplasmic reticulum
1049	hsa04144	Endocytosis
1050	hsa04213	Longevity regulating pathway - multiple species
1051	hsa04612	Antigen processing and presentation
1052	hsa04915	Estrogen signaling pathway
1053	hsa05134	Legionellosis
1054	hsa05145	Toxoplasmosis
1055	hsa05162	Measles
1056	hsa05164	Influenza A
1057	hsa04015	Rap1 signaling pathway
1058	hsa04145	Phagosome
1059	hsa04210	Apoptosis
1060	hsa04390	Hippo signaling pathway
1061	hsa04510	Focal adhesion
1062	hsa04520	Adherens junction
1063	hsa04530	Tight junction
1064	hsa04611	Platelet activation
1065	hsa04670	Leukocyte transendothelial migration
1066	hsa04714	Thermogenesis
1067	hsa04810	Regulation of actin cytoskeleton
1068	hsa04919	Thyroid hormone signaling pathway
1069	hsa04921	Oxytocin signaling pathway
1070	hsa04971	Gastric acid secretion
1071	hsa05100	Bacterial invasion of epithelial cells
1072	hsa05110	Vibrio cholerae infection
1073	hsa05130	Pathogenic Escherichia coli infection
1074	hsa05131	Shigellosis
1075	hsa05132	Salmonella infection
1076	hsa05164	Influenza A
1077	hsa05205	Proteoglycans in cancer
1078	hsa05225	Hepatocellular carcinoma
1079	hsa05410	Hypertrophic cardiomyopathy (HCM)
1080	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
1081	hsa05414	Dilated cardiomyopathy (DCM)
1082	hsa05416	Viral myocarditis
1083	hsa05418	Fluid shear stress and atherosclerosis
1084	hsa00970	Aminoacyl-tRNA biosynthesis
1085	hsa04141	Protein processing in endoplasmic reticulum
1086	hsa03018	RNA degradation
1087	hsa04940	Type I diabetes mellitus
1088	hsa05134	Legionellosis
1089	hsa05152	Tuberculosis
1090	hsa03018	RNA degradation
1091	hsa04940	Type I diabetes mellitus
1092	hsa05134	Legionellosis
1093	hsa05152	Tuberculosis
1094	hsa04510	Focal adhesion
1095	hsa03010	Ribosome
1096	hsa00565	Ether lipid metabolism
1097	hsa01100	Metabolic pathways
1098	hsa03050	Proteasome
1099	hsa04612	Antigen processing and presentation
1100	hsa00565	Ether lipid metabolism
1101	hsa01100	Metabolic pathways
1102	hsa00565	Ether lipid metabolism
1103	hsa01100	Metabolic pathways
1104	hsa03010	Ribosome
1105	hsa00190	Oxidative phosphorylation
1106	hsa01100	Metabolic pathways
1107	hsa04714	Thermogenesis
1108	hsa05010	Alzheimer disease
1109	hsa05012	Parkinson disease
1110	hsa05016	Huntington disease
1111	hsa03010	Ribosome
1112	hsa03050	Proteasome
1113	hsa05169	Epstein-Barr virus infection
1114	hsa04140	Autophagy - animal
1115	hsa04142	Lysosome
1116	hsa04145	Phagosome
1117	hsa05152	Tuberculosis
1118	hsa00010	Glycolysis / Gluconeogenesis
1119	hsa00051	Fructose and mannose metabolism
1120	hsa00562	Inositol phosphate metabolism
1121	hsa01100	Metabolic pathways
1122	hsa01200	Carbon metabolism
1123	hsa01230	Biosynthesis of amino acids
1124	hsa03010	Ribosome
1125	hsa00480	Glutathione metabolism
1126	hsa00980	Metabolism of xenobiotics by cytochrome P450
1127	hsa00982	Drug metabolism - cytochrome P450
1128	hsa00983	Drug metabolism - other enzymes
1129	hsa01524	Platinum drug resistance
1130	hsa05200	Pathways in cancer
1131	hsa05204	Chemical carcinogenesis
1132	hsa05215	Prostate cancer
1133	hsa05225	Hepatocellular carcinoma
1134	hsa05418	Fluid shear stress and atherosclerosis
1135	hsa04141	Protein processing in endoplasmic reticulum
1136	hsa03040	Spliceosome
1137	hsa00310	Lysine degradation
1138	hsa03050	Proteasome
1139	hsa05169	Epstein-Barr virus infection
1140	hsa01040	Biosynthesis of unsaturated fatty acids
1141	hsa01212	Fatty acid metabolism
1142	hsa03320	PPAR signaling pathway
1143	hsa04152	AMPK signaling pathway
1144	hsa01040	Biosynthesis of unsaturated fatty acids
1145	hsa01212	Fatty acid metabolism
1146	hsa03320	PPAR signaling pathway
1147	hsa04152	AMPK signaling pathway
1148	hsa04010	MAPK signaling pathway
1149	hsa04014	Ras signaling pathway
1150	hsa04015	Rap1 signaling pathway
1151	hsa04024	cAMP signaling pathway
1152	hsa04062	Chemokine signaling pathway
1153	hsa04510	Focal adhesion
1154	hsa04611	Platelet activation
1155	hsa04670	Leukocyte transendothelial migration
1156	hsa04720	Long-term potentiation
1157	hsa04722	Neurotrophin signaling pathway
1158	hsa04934	Cushing syndrome
1159	hsa04972	Pancreatic secretion
1160	hsa05211	Renal cell carcinoma
1161	hsa03010	Ribosome
1162	hsa04141	Protein processing in endoplasmic reticulum
1163	hsa05165	Human papillomavirus infection
1164	hsa04140	Autophagy - animal
1165	hsa04142	Lysosome
1166	hsa04210	Apoptosis
1167	hsa04612	Antigen processing and presentation
1168	hsa04621	NOD-like receptor signaling pathway
1169	hsa04924	Renin secretion
1170	hsa04140	Autophagy - animal
1171	hsa04142	Lysosome
1172	hsa04210	Apoptosis
1173	hsa04612	Antigen processing and presentation
1174	hsa04621	NOD-like receptor signaling pathway
1175	hsa04924	Renin secretion
1176	hsa00970	Aminoacyl-tRNA biosynthesis
1177	hsa00860	Porphyrin and chlorophyll metabolism
1178	hsa00970	Aminoacyl-tRNA biosynthesis
1179	hsa01100	Metabolic pathways
1180	hsa00860	Porphyrin and chlorophyll metabolism
1181	hsa00970	Aminoacyl-tRNA biosynthesis
1182	hsa01100	Metabolic pathways
1183	hsa00860	Porphyrin and chlorophyll metabolism
1184	hsa00970	Aminoacyl-tRNA biosynthesis
1185	hsa01100	Metabolic pathways
1186	hsa01100	Metabolic pathways
1187	hsa01100	Metabolic pathways
1188	hsa03015	mRNA surveillance pathway
1189	hsa04022	cGMP-PKG signaling pathway
1190	hsa04024	cAMP signaling pathway
1191	hsa04114	Oocyte meiosis
1192	hsa04218	Cellular senescence
1193	hsa04261	Adrenergic signaling in cardiomyocytes
1194	hsa04270	Vascular smooth muscle contraction
1195	hsa04390	Hippo signaling pathway
1196	hsa04510	Focal adhesion
1197	hsa04611	Platelet activation
1198	hsa04720	Long-term potentiation
1199	hsa04728	Dopaminergic synapse
1200	hsa04750	Inflammatory mediator regulation of TRP channels
1201	hsa04810	Regulation of actin cytoskeleton
1202	hsa04910	Insulin signaling pathway
1203	hsa04921	Oxytocin signaling pathway
1204	hsa04931	Insulin resistance
1205	hsa05031	Amphetamine addiction
1206	hsa05034	Alcoholism
1207	hsa05168	Herpes simplex virus 1 infection
1208	hsa05205	Proteoglycans in cancer
1209	hsa00270	Cysteine and methionine metabolism
