pathway	gene1	gene2
hsa05152	CIITA	RFX5...
hsa05152	CIITA	NFYA
hsa05152	CIITA	CREB1
hsa05152	CEBPB	CIITA
hsa05152	RFX5...	HLA-DMA
hsa05152	RFX5...	CD74
hsa05152	NFYA	HLA-DMA
hsa05152	NFYA	CD74
hsa05152	CREB1	HLA-DMA
hsa05152	CREB1	CD74
hsa05152	NFKB1	CEBPB
hsa05152	NFKB1	NOS2
hsa05152	NFKB1	TNF
hsa05152	NFKB1	IL6
hsa05152	NFKB1	IL12A
hsa05152	NFKB1	IL18
hsa05152	NFKB1	IL23A
hsa05152	NFKB1	IL1A
hsa05152	MAPK14	NOS2
hsa05152	MAPK14	NOS2
hsa05152	MAPK1	NOS2
hsa05152	MAPK1	NOS2
hsa05152	MAPK8	NOS2
hsa05152	MAPK8	NOS2
hsa05152	MAPK14	TNF
hsa05152	MAPK14	TNF
hsa05152	MAPK14	IL6
hsa05152	MAPK14	IL6
hsa05152	MAPK14	IL12A
hsa05152	MAPK14	IL12A
hsa05152	MAPK14	IL18
hsa05152	MAPK14	IL18
hsa05152	MAPK14	IL23A
hsa05152	MAPK14	IL23A
hsa05152	MAPK14	IL1A
hsa05152	MAPK14	IL1A
hsa05152	MAPK1	TNF
hsa05152	MAPK1	TNF
hsa05152	MAPK1	IL6
hsa05152	MAPK1	IL6
hsa05152	MAPK1	IL12A
hsa05152	MAPK1	IL12A
hsa05152	MAPK1	IL18
hsa05152	MAPK1	IL18
hsa05152	MAPK1	IL23A
hsa05152	MAPK1	IL23A
hsa05152	MAPK1	IL1A
hsa05152	MAPK1	IL1A
hsa05152	MAPK8	TNF
hsa05152	MAPK8	TNF
hsa05152	MAPK8	IL6
hsa05152	MAPK8	IL6
hsa05152	MAPK8	IL12A
hsa05152	MAPK8	IL12A
hsa05152	MAPK8	IL18
hsa05152	MAPK8	IL18
hsa05152	MAPK8	IL23A
hsa05152	MAPK8	IL23A
hsa05152	MAPK8	IL1A
hsa05152	MAPK8	IL1A
hsa05152	MYD88	IFNA1
hsa05152	MYD88	IFNA1
hsa05152	MYD88	IFNB1
hsa05152	MYD88	IFNB1
hsa05152	C21790...	CLEC4E
hsa05152	C00338	TLR4
hsa05152	IFNG	IFNGR1
hsa05152	STAT1	CIITA
hsa05152	STAT1	NOS2
hsa05152	C01673	VDR
hsa05152	CTSS	RFX5...
hsa05152	CTSS	RFX5...
hsa05152	CTSS	NFYA
hsa05152	CTSS	NFYA
hsa05152	CTSS	CREB1
hsa05152	G13106...	CLEC4M
hsa05152	G13101	CLEC4M
hsa05152	G13115	CLEC4M
hsa05152	G13105...	PLA2R1
hsa05152	G13115	SPHK2
hsa05152	G13115	SPHK2
hsa05152	G13115	PLA2R1
hsa03018	PABPC4L...	TOB1
hsa03018	PABPC4L...	PAN3
hsa03018	PABPC4L...	PAN3
hsa03018	PABPC4L...	CNOT7
hsa03018	PAN2	PAN3
hsa05152	TNF	TNFRSF1A
hsa05152	CASP8	CASP10
hsa05152	CASP8	BID
hsa05152	CASP8	CASP3
hsa05152	IFNGR2	JAK1
hsa05152	JAK1	STAT1
hsa05152	JAK1	STAT1
hsa05152	CAMK2A	STAT1
hsa05152	CAMK2A	STAT1
hsa05152	SYK	CARD9
hsa05152	NOD2	RIPK2
hsa05152	HSPA9	TLR4
hsa05152	HSPD1	TLR4
hsa05152	CD14	TLR4
hsa05152	CD14	TLR2
hsa05152	IRAK4	IRAK1
hsa05152	IRAK1	TRAF6
hsa05152	TLR9	MYD88
hsa05152	RIPK2	NFKB1
hsa05152	RIPK2	NFKB1
hsa05152	TRAF6	NFKB1
hsa05152	TRAF6	NFKB1
hsa05152	TRAF6	MAPK14
hsa05152	TRAF6	MAPK14
hsa05152	TRAF6	MAPK1
hsa05152	TRAF6	MAPK1
hsa05152	TRAF6	MAPK8
hsa05152	TRAF6	MAPK8
hsa05152	RIPK2	MAPK14
hsa05152	RIPK2	MAPK14
hsa05152	RIPK2	MAPK1
hsa05152	RIPK2	MAPK1
hsa05152	RIPK2	MAPK8
hsa05152	RIPK2	MAPK8
hsa05152	RHOA	RAF1
hsa05152	RHOA	RAF1
hsa05152	RAF1	NFKB1
hsa05152	RAF1	NFKB1
hsa05152	CLEC4M	IL10
hsa05152	CLEC4M	IL10
hsa05152	CLEC4M	TGFB1
hsa05152	CLEC4M	TGFB1
hsa05152	C3	CR1
hsa05152	PLA2R1	IL10
hsa05152	PLA2R1	IL10
hsa05152	PLA2R1	TGFB1
hsa05152	PLA2R1	TGFB1
hsa05152	CALML6	CAMK2A
hsa05152	CALML6	PPP3CA
hsa05152	CAMK2A	PIK3C3
hsa05152	C04549	EEA1
hsa05152	C04549	EEA1
hsa05152	RAB7A	CTSD
hsa05152	RAB7A	CTSD
hsa05152	RAB7A	TCIRG1
hsa05152	RAB7A	TCIRG1
hsa05152	RAB7A	LAMP1
hsa05152	RAB7A	LAMP1
hsa05152	SPHK2	C06124
hsa05152	C00076	CALML6
hsa05152	IGH	FCGR1A
hsa05152	VDR	CAMP
hsa05152	VDR	CAMP
hsa05152	C01194	PIK3C3
hsa05152	TNFRSF1A	FADD
hsa05152	TLR4	MYD88
hsa05152	BID	BAX
hsa05152	BID	BAX
hsa05152	C00076	CASP9
hsa05152	C00076	CASP9
hsa05152	AKT3	BAD
hsa05152	AKT3	BAD
hsa05152	BAD	BCL2
hsa05152	CYCS	CASP3
hsa05152	C00076	CAMK2A
hsa05152	C00076	CAMK2A
hsa05152	CIITA	RFX5...
hsa05152	CIITA	NFYA
hsa05152	CIITA	CREB1
hsa05152	CEBPB	CIITA
hsa05152	RFX5...	HLA-DMA
hsa05152	RFX5...	CD74
hsa05152	NFYA	HLA-DMA
hsa05152	NFYA	CD74
hsa05152	CREB1	HLA-DMA
hsa05152	CREB1	CD74
hsa05152	NFKB1	CEBPB
hsa05152	NFKB1	NOS2
hsa05152	NFKB1	TNF
hsa05152	NFKB1	IL6
hsa05152	NFKB1	IL12A
hsa05152	NFKB1	IL18
hsa05152	NFKB1	IL23A
hsa05152	NFKB1	IL1A
hsa05152	MAPK14	NOS2
hsa05152	MAPK14	NOS2
hsa05152	MAPK1	NOS2
hsa05152	MAPK1	NOS2
hsa05152	MAPK8	NOS2
hsa05152	MAPK8	NOS2
hsa05152	MAPK14	TNF
hsa05152	MAPK14	TNF
hsa05152	MAPK14	IL6
hsa05152	MAPK14	IL6
hsa05152	MAPK14	IL12A
hsa05152	MAPK14	IL12A
hsa05152	MAPK14	IL18
hsa05152	MAPK14	IL18
hsa05152	MAPK14	IL23A
hsa05152	MAPK14	IL23A
hsa05152	MAPK14	IL1A
hsa05152	MAPK14	IL1A
hsa05152	MAPK1	TNF
hsa05152	MAPK1	TNF
hsa05152	MAPK1	IL6
hsa05152	MAPK1	IL6
hsa05152	MAPK1	IL12A
hsa05152	MAPK1	IL12A
hsa05152	MAPK1	IL18
hsa05152	MAPK1	IL18
hsa05152	MAPK1	IL23A
hsa05152	MAPK1	IL23A
hsa05152	MAPK1	IL1A
hsa05152	MAPK1	IL1A
hsa05152	MAPK8	TNF
hsa05152	MAPK8	TNF
hsa05152	MAPK8	IL6
hsa05152	MAPK8	IL6
hsa05152	MAPK8	IL12A
hsa05152	MAPK8	IL12A
hsa05152	MAPK8	IL18
hsa05152	MAPK8	IL18
hsa05152	MAPK8	IL23A
hsa05152	MAPK8	IL23A
hsa05152	MAPK8	IL1A
hsa05152	MAPK8	IL1A
hsa05152	MYD88	IFNA1
hsa05152	MYD88	IFNA1
hsa05152	MYD88	IFNB1
hsa05152	MYD88	IFNB1
hsa05152	C21790...	CLEC4E
hsa05152	C00338	TLR4
hsa05152	IFNG	IFNGR1
hsa05152	STAT1	CIITA
hsa05152	STAT1	NOS2
hsa05152	C01673	VDR
hsa05152	CTSS	RFX5...
hsa05152	CTSS	RFX5...
hsa05152	CTSS	NFYA
hsa05152	CTSS	NFYA
hsa05152	CTSS	CREB1
hsa05152	G13106...	CLEC4M
hsa05152	G13101	CLEC4M
hsa05152	G13115	CLEC4M
hsa05152	G13105...	PLA2R1
hsa05152	G13115	SPHK2
hsa05152	G13115	SPHK2
hsa05152	G13115	PLA2R1
hsa04110	GSK3B	CCND1
hsa04110	GSK3B	CCND1
hsa04110	TP53	CDKN1A
hsa04110	TP53	GADD45G
hsa04110	TP53	SFN
hsa04110	GADD45G	PCNA
hsa04110	MDM2	RB1
hsa04110	MDM2	TP53
hsa04110	CREBBP	TP53
hsa04110	PRKDC	TP53
hsa04110	PRKDC	TP53
hsa04110	CHEK1	TP53
hsa04110	CHEK1	TP53
hsa04110	CHEK1	CDC25A
hsa04110	CHEK1	CDC25A
hsa04110	CDC25A	CDK4
hsa04110	CDC25A	CDK4
hsa04110	CDC25A	CDK2
hsa04110	CDC25A	CDK2
hsa04110	CDC25A	CDK2
hsa04110	CDC25A	CDK2
hsa04110	CDC25A	CDK1
hsa04110	CDC25A	CDK1
hsa04110	CHEK1	CDC25B...
hsa04110	CHEK1	CDC25B...
hsa04110	PTTG2...	ESPL1
hsa04110	YWHAQ	CDC25B...
hsa04110	WEE2	CDK1
hsa04110	WEE2	CDK1
hsa04110	PKMYT1	CDK1
hsa04110	PKMYT1	CDK1
hsa04110	WEE2	CDK1
hsa04110	WEE2	CDK1
hsa04110	PKMYT1	CDK1
hsa04110	PKMYT1	CDK1
hsa04110	PLK1	CDC25B...
hsa04110	PLK1	CDC25B...
hsa04110	PLK1	PKMYT1
hsa04110	PLK1	PKMYT1
hsa04110	CDC25B...	CDK1
hsa04110	CDC25B...	CDK1
hsa04110	SFN	CCNB3...
hsa04110	GADD45G	CCNB3...
hsa04110	CDKN2A	MDM2
hsa04110	ATM	TP53
hsa04110	ATM	TP53
hsa04110	ATM	CHEK1
hsa04110	ATM	CHEK1
hsa04110	TTK	MAD1L1
hsa04110	TTK	MAD1L1
hsa04110	MAD1L1	MAD2L2
hsa04110	BUB1	BUB3
hsa04110	MYC	ZBTB17
hsa04110	ZBTB17	CDKN2B
hsa04110	TGFB1	SMAD2
hsa04110	TGFB1	SMAD2
hsa04110	ABL1	RB1
hsa04110	HDAC1	RB1
hsa04114	MOS	MAP2K1
hsa04114	MOS	MAP2K1
hsa04114	MAP2K1	MAPK1
hsa04114	MAP2K1	MAPK1
hsa04114	MAPK1	RPS6KA6
hsa04114	MAPK1	RPS6KA6
hsa04114	RPS6KA6	BUB1
hsa04114	RPS6KA6	BUB1
hsa04114	RPS6KA6	PKMYT1
hsa04114	RPS6KA6	PKMYT1
hsa04114	PKMYT1	CDK1
hsa04114	PKMYT1	CDK1
hsa04114	BUB1	MAD2L2
hsa04114	INS	IGF1R
hsa04114	IGF1	IGF1R
hsa04114	ADCY1	PRKACA
hsa04114	PGR	PRKACA
hsa04114	AR	PRKACA
hsa04114	IGF1R	PRKACA
hsa04114	AURKA	CPEB2
hsa04114	AURKA	CPEB2
hsa04114	AURKA	CPEB2
hsa04114	AURKA	CPEB2
hsa04114	PLK1	CPEB2
hsa04114	PLK1	CPEB2
hsa04114	CDK2	CDC25C
hsa04114	CDK2	CDC25C
hsa04114	MAPK12	CDC25C
hsa04114	MAPK12	CDC25C
hsa04114	PPP1CA	CDC25C
hsa04114	PPP1CA	CDC25C
hsa04114	PLK1	CDC25C
hsa04114	PLK1	CDC25C
hsa04114	SLK	PLK1
hsa04114	SLK	PLK1
hsa04114	PRKACA	CDC25C
hsa04114	PRKACA	CDC25C
hsa04114	FBXO5	CDC20
hsa04114	PTTG2...	ESPL1
hsa04114	ESPL1	REC8
hsa04114	FBXO43	CDC20
hsa04114	MAD2L2	ANAPC10
hsa04114	MAD2L2	ANAPC10
hsa04114	PLCZ1	ITPR1
hsa04114	ITPR1	CALML6
hsa04114	CALML6	PPP3CA
hsa04114	CALML6	CAMK2A
hsa04114	PPP2CA	FBXO43
hsa04114	PPP2CA	FBXO43
hsa04114	CAMK2A	FBXO43
hsa04114	CAMK2A	FBXO43
hsa04114	PLK1	FBXO43
hsa04114	PLK1	FBXO43
hsa04114	CAMK2A	CDC25C
hsa04114	CAMK2A	CDC25C
hsa04114	FBXO43	CDC20
hsa04114	BUB1	SGO1
hsa04114	PTTG2...	ESPL1
hsa04114	ESPL1	REC8
hsa04114	YWHAQ	CDC25C
hsa04114	CDC25C	CDK1
hsa04114	CDC25C	CDK1
hsa04114	MOS	PKMYT1
hsa04114	MOS	PKMYT1
hsa04151	CSF1	CSF1R
hsa04151	CSF1R	GRB2
hsa04151	GRB2	SOS1
hsa04151	SOS1	HRAS
hsa04151	HRAS	RAF1
hsa04151	RAF1	MAP2K1
hsa04151	RAF1	MAP2K1
hsa04151	MAP2K1	MAPK1
hsa04151	MAP2K1	MAPK1
hsa04151	MTOR	RPS6KB1
hsa04151	MTOR	RPS6KB1
hsa04151	RPS6KB1	EIF4B
hsa04151	RPS6KB1	EIF4B
hsa04151	RPS6KB1	RPS6
hsa04151	RPS6KB1	RPS6
hsa04151	C00020	PRKAA1
hsa04151	STK11	PRKAA1
hsa04151	CSF1R	IRS1
hsa04151	IRS1	PIK3CA
hsa04151	HRAS	PIK3CA
hsa04151	TLR2	RAC1
hsa04151	RAC1	PIK3CA
hsa04151	SYK	CD19
hsa04151	SYK	CD19
hsa04151	JAK1	PIK3CA
hsa04151	PTK2	PIK3CA
hsa04151	PIK3CA	C05981
hsa04151	C05981	PDPK1
hsa04151	PDPK1	RPS6KB1
hsa04151	PDPK1	RPS6KB1
hsa04151	PDPK1	PRKCA
hsa04151	PDPK1	PRKCA
hsa04151	PDPK1	PKN3
hsa04151	PDPK1	PKN3
hsa04151	PDPK1	C8orf44-SGK3...
hsa04151	PDPK1	C8orf44-SGK3...
hsa04151	PIK3R6	C05981
hsa04151	C05981	AKT3
hsa04151	AKT3	NOS3
hsa04151	AKT3	NOS3
hsa04151	AKT3	CREB3
hsa04151	AKT3	CREB3
hsa04151	AKT3	CHUK
hsa04151	AKT3	CHUK
hsa04151	AKT3	MDM2
hsa04151	AKT3	MDM2
hsa04151	AKT3	RAF1
hsa04151	AKT3	RAF1
hsa04151	AKT3	GSK3B
hsa04151	AKT3	GSK3B
hsa04151	AKT3	CDKN1A
hsa04151	AKT3	CDKN1A
hsa04151	AKT3	CDKN1B
hsa04151	AKT3	CDKN1B
hsa04151	AKT3	FOXO3
hsa04151	AKT3	FOXO3
hsa04151	AKT3	BAD
hsa04151	AKT3	BAD
hsa04151	AKT3	CASP9
hsa04151	AKT3	CASP9
hsa04151	GSK3B	GYS1
hsa04151	GSK3B	GYS1
hsa04151	GSK3B	MYC
hsa04151	GSK3B	MYC
hsa04151	GSK3B	CCND1
hsa04151	GSK3B	CCND1
hsa04151	FOXO3	CDKN1B
hsa04151	FOXO3	RBL2
hsa04151	FOXO3	PCK1
hsa04151	FOXO3	G6PC
hsa04151	FOXO3	FASLG
hsa04151	FOXO3	BCL2L11
hsa04151	CREB3	BCL2
hsa04151	CREB3	MCL1
hsa04151	NFKB1	BCL2L1
hsa04151	NFKB1	MYB
hsa04151	MDM2	TP53
hsa04151	YWHAQ	FOXO3
hsa04151	YWHAQ	BAD
hsa04151	BAD	BCL2L1
hsa04151	BAD	BCL2
hsa04151	EIF4EBP1	EIF4E
hsa04151	CRTC2	AKT3
hsa04151	CRTC2	AKT3
hsa04151	PDPK1	AKT3
hsa04151	PDPK1	AKT3
hsa04151	PHLPP2	AKT3
hsa04151	PHLPP2	AKT3
hsa04151	PPP2R3B	AKT3
hsa04151	PPP2R3B	AKT3
hsa04151	PTEN	C05981
hsa04151	PTEN	C05981
hsa04151	THEM4	AKT3
hsa04151	CHUK	NFKB1
hsa04151	CHUK	NFKB1
hsa04151	MTCP1	AKT3
hsa04151	NR4A1	RXRA
hsa04151	NR4A1	BCL2
hsa04151	AKT3	NR4A1
hsa04151	AKT3	NR4A1
hsa04151	IGH	SYK
hsa04151	MAGI1	PTEN
hsa04390	CRB1	CRB1
hsa04390	CDH1	CDH1
hsa04390	PARD3	PARD6A
hsa04390	PARD6A	PRKCI
hsa04390	PATJ	MPP5
hsa04390	MPP5	AMOT
hsa04390	AMOT	YAP1
hsa04390	CDH1	CDH1
hsa04390	WTIP...	SAV1
hsa04390	WTIP...	LATS2
hsa04390	PPP2CA	STK3
hsa04390	PPP2CA	STK3
hsa04390	LATS2	YAP1
hsa04390	LATS2	YAP1
hsa04390	STK3	LATS2
hsa04390	STK3	LATS2
hsa04390	STK3	MOB1A
hsa04390	STK3	MOB1A
hsa04390	YAP1	AREG
hsa04390	YAP1	BIRC5
hsa04390	YAP1	AFP
hsa04390	YAP1	ITGB2
hsa04390	YAP1	FGF1
hsa04390	TGFB1	TGFBR1
hsa04390	GDF7	BMPR1A
hsa04390	WNT16...	FZD10
hsa04390	FZD10	DVL1
hsa04390	TGFBR1	SMAD2
hsa04390	TGFBR1	SMAD2
hsa04390	SMAD2	BMPR1A
hsa04390	SMAD2	BMPR1A
hsa04390	SMAD2	SMAD1
hsa04390	SMAD2	SMAD1
hsa04390	PPP2CA	YAP1
hsa04390	PPP2CA	YAP1
hsa04390	CTNNB1	LEF1
hsa04390	CTNNA1	YWHAQ
hsa04390	YWHAQ	YAP1
hsa04390	RASSF6	STK3
hsa04390	RASSF1	STK3
hsa04390	ACTB	STK3
hsa04390	ACTB	STK3
hsa04390	SMAD2	SMAD4
hsa04390	SMAD1	SMAD4
hsa04390	BMPR1A	SMAD1
hsa04390	BMPR1A	SMAD1
hsa04390	FBXW11	YAP1
hsa04390	102800317...	YAP1
hsa05130	CD14	TLR4
hsa05130	WAS	ARPC5
hsa05130	ARPC5	ACTB
hsa05130	TUBB3	ARHGEF2
hsa05130	TUBB3	ARHGEF2
hsa05130	TUBA1B	ARHGEF2
hsa05130	TUBA1B	ARHGEF2
hsa05130	ARHGEF2	RHOA
hsa05130	RHOA	ROCK1
hsa05130	NCK1	WAS
hsa05130	PRKCA	CDH1
hsa05130	CDH1	CTNNB1
hsa05160	DDX58	MAVS
hsa05160	TLR3	TICAM1
hsa05160	TICAM1	TRAF3
hsa05160	EIF2AK1	IFIT1
hsa05160	EIF2AK1	EIF2S1
hsa05160	EGF	EGFR
hsa05160	SOS1	HRAS
hsa05160	HRAS	ARAF
hsa05160	ARAF	MAP2K1
hsa05160	PIK3CA	C05981
hsa05160	TNF	TNFRSF1A
hsa05160	TRADD	TRAF2
hsa05160	TRADD	FADD
hsa05160	CHUK	NFKBIA
hsa05160	FASLG	FAS
hsa05160	FAS	FADD
hsa05160	FADD	CASP8
hsa05160	CASP8	BID
hsa05160	BID	BAX
hsa05160	BID	BAK1
hsa05160	BAX	CYCS
hsa05160	BAK1	CYCS
hsa05160	CYCS	CASP9
hsa05160	CASP9	CASP3
hsa05160	CDK2	RB1
hsa05160	MAVS	CHUK
hsa05160	MAVS	CHUK
hsa05160	TRAF2	CHUK
hsa05160	TRAF2	CHUK
hsa05160	SOCS3	STAT1
hsa05160	PIAS1	STAT1
hsa05160	YWHAQ	ARAF
hsa05160	GSK3B	CTNNB1
hsa05160	CFLAR	CASP8
hsa05160	CDKN1A	CDK2
hsa05160	PPP2CA	STAT1
hsa05160	PPP2CA	STAT1
hsa05160	RB1	E2F1
hsa05160	NFKB1	NFKBIA
hsa05160	NFKB1	NFKBIA
hsa05160	IRF3	IFNA1
hsa05160	IRF3	IFNG
hsa05160	IRF3	TNF
hsa05160	IRF3	CXCL10
hsa05160	NFKB1	TNF
hsa05160	NFKB1	CXCL10
hsa05160	IRF9	OAS1
hsa05160	IRF9	EIF2AK1
hsa05160	IRF9	IFIT1
hsa05160	IRF9	IRF7
hsa05160	IRF9	MX1
hsa05160	IRF9	RSAD2
hsa05160	STAT1	IRF9
hsa05160	TP53	CDKN1A
hsa05160	IFIT1	EIF3E
hsa05160	EGFR	GRB2
hsa05160	GRB2	SOS1
hsa05160	TNFRSF1A	TRADD
hsa05160	APAF1	CASP9
hsa05160	CASP8	CASP3
hsa05160	CHUK	NFKBIA
hsa05160	CHUK	NFKBIA
hsa05160	EIF2AK1	CHUK
hsa05160	EIF2AK1	CHUK
hsa05160	C05981	AKT3
hsa05160	C05981	AKT3
hsa05160	AKT3	GSK3B
hsa05160	AKT3	GSK3B
hsa05160	AKT3	BAD
hsa05160	AKT3	BAD
hsa05160	AKT3	CDKN1A
hsa05160	AKT3	CDKN1A
hsa05160	MAP2K1	MAPK1
hsa05160	MAP2K1	MAPK1
hsa05160	JAK1	STAT1
hsa05160	JAK1	STAT1
hsa05160	MAVS	TRAF3
hsa05160	C20935	OAS1
hsa05160	C20935	RNASEL
hsa05161	CHUK	NFKBIA
hsa05161	FASLG	FAS
hsa05161	FAS	FADD
hsa05161	CASP12	CASP3
hsa05161	APAF1	CASP9
hsa05161	CASP9	CASP3
hsa05161	PTK2B	SRC
hsa05161	SRC	GRB2
hsa05161	HRAS	ARAF
hsa05161	PRKCA	ARAF
hsa05161	ARAF	MAP2K1
hsa05161	ARAF	MAP2K1
hsa05161	MAP2K1	MAPK1
hsa05161	MAP2K1	MAPK1
hsa05161	MAPK8	JUN
hsa05161	MAPK8	SMAD4
hsa05161	HRAS	MAP3K1
hsa05161	IRAK4	TLR4
hsa05161	IRAK4	TRAF6
hsa05161	TRAF6	TAB1
hsa05161	MAPK14	JUN
hsa05161	MAPK8	SRC
hsa05161	TLR3	TICAM1
hsa05161	TICAM2	TICAM1
hsa05161	TLR4	TICAM2
hsa05161	DDX58	MAVS
hsa05161	IFIH1	MAVS
hsa05161	TGFBR1	SMAD2
hsa05161	TGFBR1	SMAD2
hsa05161	MAPK8	SMAD2
hsa05161	MAPK8	SMAD2
hsa05161	AKT3	CHUK
hsa05161	AKT3	CHUK
hsa05161	JAK1	STAT1
hsa05161	JAK1	STAT1
hsa05161	JAK1	STAT3
hsa05161	JAK1	STAT3
hsa05161	MAP3K7	CHUK
hsa05161	MAP3K7	CHUK
hsa05161	CHUK	NFKBIA
hsa05161	CHUK	NFKBIA
hsa05161	MAP3K7	MAP2K1
hsa05161	MAP3K7	MAP2K1
hsa05161	MAP2K1	MAPK1
hsa05161	MAP2K1	MAPK1
hsa05161	MAP2K1	MAPK14
hsa05161	MAP2K1	MAPK14
hsa05161	MAP2K1	MAPK8
hsa05161	MAP2K1	MAPK8
hsa05161	MAP3K7	MAP2K3
hsa05161	MAP3K7	MAP2K3
hsa05161	MAP3K7	MAP2K7
hsa05161	MAP3K7	MAP2K7
hsa05161	MAP2K3	MAPK14
hsa05161	MAP2K3	MAPK14
hsa05161	MAPK8	JUN
hsa05161	MAPK8	JUN
hsa05161	PIK3CA	AKT3
hsa05161	PIK3CA	AKT3
hsa05161	PIK3CA	AKT3
hsa05161	MAPK1	CREB3
hsa05161	MAPK1	CREB3
hsa05161	MAPK1	CREB3
hsa05161	NFKB1	NFKB1
hsa05161	BIRC5	CASP9
hsa05161	BIRC5	CASP3
hsa05161	SMAD2	CDKN1A
hsa05161	SMAD2	MYC
hsa05161	EGR2	FASLG
hsa05161	NFKB1	MMP9
hsa05161	NFKB1	BCL2
hsa05161	TP53	BAX
hsa05161	TP53	FAS
hsa05161	TP53	CDKN1A
hsa05161	FOS	MMP9
hsa05161	NFKB1	TNF
hsa05161	NFKB1	IL6
hsa05161	IRF3	IFNA1
hsa05161	IRF3	IFNB1
hsa05161	NFKB1	NFKBIA
hsa05161	NFKBIA	NFKB1
hsa05161	AKT3	BAD
hsa05161	AKT3	BAD
hsa05161	CCNE1	RB1
hsa05161	RB1	E2F1
hsa05161	NFATC1	TNF
hsa05161	BCL2	BAX
hsa05161	IFNA1	IFNAR1
hsa05161	TICAM1	TRAF3
hsa05161	MAVS	TRAF3
hsa05161	TRAF3	TBK1
hsa05161	EGR2	CREBBP
hsa05161	APAF1	CYCS
hsa05161	SMAD2	SMAD2
hsa05161	SMAD2	SMAD2
hsa05161	ATP6AP1	PRKCA
hsa05161	GRB2	SOS1
hsa05161	SOS1	HRAS
hsa05161	C00076	PTK2B
hsa05203	MDM2	TP53
hsa05203	CREBBP	TP53
hsa05203	PSMC1	RB1
hsa03015	NCBP1	NCBP2
hsa03015	NXF1	NXT1
hsa03015	MSI2	PABPC4L...
hsa03015	HBS1L	PELO
hsa03015	NUDT21	CPSF6
hsa03015	CLP1	PCF11
hsa03015	NCBP1	UPF1
hsa03015	GSPT2	PABPC4L...
hsa03015	SMG7	SMG5
hsa03015	SMG7	UPF1
hsa03015	SMG5	UPF1
hsa03015	SMG6	UPF1
hsa03015	SMG1	PPP2R3B
hsa03015	SMG1	SMG7
hsa03015	PPP2R3B	SMG5
hsa03015	PPP2R3B	SMG6
hsa03015	SMG1	UPF1
hsa03015	SMG1	UPF1
hsa03015	SMG1	UPF1
hsa04071	PIK3CA	C05981
hsa04071	C05981	PDPK1
hsa04071	PDPK1	AKT3
hsa04071	RAF1	MAP2K1
hsa04071	RAF1	MAP2K1
hsa04071	MAP2K1	MAPK1
hsa04071	MAP2K1	MAPK1
hsa04071	TNF	TNFRSF1A
hsa04071	TNFRSF1A	NSMAF
hsa04071	NSMAF	SMPD2
hsa04071	TNFRSF1A	TRADD
hsa04071	TRADD	TRAF2
hsa04071	FYN	GAB2
hsa04071	GAB2	PIK3CA
hsa04071	PIK3CA	C05981
hsa04071	C05981	PLD1
hsa04071	PLD1	SPHK2
hsa04071	C00212	ADORA1
hsa04071	ADORA1	GNAI1
hsa04071	GNAI1	PLCB1
hsa04071	PRKCE	SPHK2
hsa04071	MAPK1	SPHK2
hsa04071	PLCB1	PRKCE
hsa04071	PLCB1	PRKCE
hsa04071	TRAF2	SPHK2
hsa04071	TRAF2	SPHK2
hsa04071	C00195	CTSD
hsa04071	BID	BAX
hsa04071	C00195	MAP3K5
hsa04071	MAP3K5	MAPK8
hsa04071	MAP3K5	MAPK14
hsa04071	C00195	PRKCZ
hsa04071	AKT3	BCL2
hsa04071	C00195	PPP2R3B
hsa04071	CTSD	BID
hsa04071	CTSD	BID
hsa04071	MAPK8	BAX
hsa04071	MAPK8	BAX
hsa04071	MAPK14	BAX
hsa04071	MAPK14	BAX
hsa04071	C06124	S1PR1
hsa04071	C06124	S1PR2
hsa04071	C06124	S1PR3
hsa04071	C06124	S1PR4
hsa04071	C06124	S1PR5
hsa04071	S1PR1	GNAI1
hsa04071	S1PR2	GNAI1
hsa04071	S1PR2	GNAQ
hsa04071	S1PR2	GNA13
hsa04071	S1PR3	GNAI1
hsa04071	S1PR3	GNAQ
hsa04071	S1PR3	GNA13
hsa04071	S1PR4	GNAI1
hsa04071	S1PR4	GNA13
hsa04071	S1PR5	GNAI1
hsa04071	S1PR5	GNA13
hsa04071	GNAI1	HRAS
hsa04071	HRAS	RAF1
hsa04071	GNAI1	PIK3CA
hsa04071	AKT3	NOS3
hsa04071	AKT3	NOS3
hsa04071	NOS3	C00533
hsa04071	PIK3CA	RAC1
hsa04071	GNAI1	PLCB1
hsa04071	GNAQ	PLCB1
hsa04071	PLCB1	C01245
hsa04071	PLCB1	C00165
hsa04071	C00165	PRKCA
hsa04071	GNA13	RHOA
hsa04071	RHOA	ROCK1
hsa04071	ROCK1	PTEN
hsa04071	ROCK1	NFKB1
hsa04071	C16845	SMPD1
hsa04071	C16845	SMPD1
hsa04071	MAPK14	AKT3
hsa04071	PRKCZ	AKT3
hsa04071	PPP2R3B	AKT3
hsa04071	PPP2R3B	AKT3
hsa04071	PPP2R3B	BCL2
hsa04071	PPP2R3B	BCL2
hsa04071	BCL2	TP53
hsa04071	FCER1A	FYN
hsa04071	KNG1	ADORA1
hsa04114	MOS	MAP2K1
hsa04114	MOS	MAP2K1
hsa04114	MAP2K1	MAPK1
hsa04114	MAP2K1	MAPK1
hsa04114	MAPK1	RPS6KA6
hsa04114	MAPK1	RPS6KA6
hsa04114	RPS6KA6	BUB1
