	pathway	gene1	gene2
909	hsa05200	NOTCH1	FLT4
910	hsa05200	C00122	C00149
911	hsa05200	C01471	KEAP1
912	hsa05200	C00704	KEAP1
913	hsa05200	C21641	KEAP1
914	hsa05200	C21642	KEAP1
915	hsa05200	C00027	KEAP1
916	hsa05200	C16844	KEAP1
917	hsa05200	C00533	KEAP1
918	hsa05200	KEAP1	NFE2L2
919	hsa05200	NFE2L2	HMOX1
920	hsa05200	NFE2L2	NQO1
921	hsa05200	NFE2L2	GSTO2
922	hsa05200	NFE2L2	TXNRD2
923	hsa05200	TP53	GADD45G
924	hsa05200	TP53	BAK1
925	hsa05200	TP53	POLK
926	hsa05200	TP53	BAX
927	hsa05200	TP53	DDB2
928	hsa05200	FRAT1...	DVL1
929	hsa05200	EDNRA	GNA11
930	hsa05200	GNA11	PLCB1
931	hsa05200	PLCB1	C01245
932	hsa05200	PLCB1	C00165
934	hsa05200	C00165	RASGRP1
935	hsa05200	PLCB1	C00076
936	hsa05200	C00076	RASGRP1
937	hsa05200	RASGRP1	HRAS
938	hsa05200	C00951	ESR1
939	hsa05200	MAPK1	RPS6KA5
941	hsa05200	RPS6KA5	MYC
942	hsa05200	PMAIP1	BCL2
943	hsa05200	BBC3	BCL2
944	hsa05200	BAD	BCL2
945	hsa05200	BCL2L11	BCL2
946	hsa05200	BCL2	BAX
947	hsa05200	BAX	CYCS
948	hsa05200	CYCS	APAF1
949	hsa05200	CASP9	CASP3
950	hsa05200	STAT5A	PIM2...
951	hsa05200	JAK1	STAT5A
953	hsa05200	JAK1	STAT2
955	hsa05200	MTOR	RPS6KB1
957	hsa05200	EPO	CSF2RB
958	hsa05200	CSF2RB	JAK1
959	hsa05200	ALK	JAK1
960	hsa05200	ALK	PIK3CA
961	hsa05200	ALK	HRAS
963	hsa05200	PRKCA	ELK1
964	hsa05200	C00076	CALML6
965	hsa05200	CALML6	CAMK2A
966	hsa05200	CAMK2A	HRAS
968	hsa05200	BCL2L1	BAX
969	hsa05200	BCL2L1	BAK1
970	hsa05200	BAK1	CYCS
971	hsa05200	ALK	PLCG1
972	hsa05200	F2	EDNRA
973	hsa05200	KNG1	EDNRA
974	hsa05200	EDN1	EDNRA
975	hsa05200	AGT	EDNRA
976	hsa05200	F2	LPAR6
977	hsa05200	F2	CXCR4
978	hsa05200	AGT	LPAR6
979	hsa05200	AGT	CXCR4
980	hsa05200	C00681	LPAR6
981	hsa05200	C00681	CXCR4
982	hsa05200	CXCL12	CXCR4
983	hsa05200	C00584	PTGER1
984	hsa05202	CEBPA	PER2
985	hsa05202	SPI1	CD14
986	hsa05202	SPI1	ITGAM
987	hsa05202	SPI1	FCGR1A
988	hsa05202	SIN3A	NCOR1
989	hsa05202	RXRA	PPARG
990	hsa05202	LYL1	TCF3
991	hsa05202	SP1	ZBTB17
992	hsa05202	NFKBIZ	NFKB1
993	hsa05216	RET	HRAS
994	hsa05216	TFG	HRAS
995	hsa05216	HRAS	BRAF
996	hsa05216	BRAF	MAP2K1
1000	hsa05216	MAP2K1	MAPK1
1007	hsa05216	PPARG	RXRA
1008	hsa05216	CTNNB1	CDH1
1009	hsa05216	CTNNB1	LEF1
1010	hsa05216	LEF1	MYC
1011	hsa05216	LEF1	CCND1
1012	hsa05216	TP53	CDKN1A
1013	hsa05216	TP53	GADD45G
1014	hsa05216	TP53	BAX
1015	hsa05216	TP53	BAK1
1016	hsa05216	TP53	DDB2
1017	hsa05216	TP53	POLK
1018	hsa04744	GUCY2F	C00942
1019	hsa04744	RHO	GNAT1
1020	hsa04744	GNAT1	PDE6A
1022	hsa04744	RCVRN	GRK7
1023	hsa04744	SAG	RHO
1024	hsa04744	RGS9	GNAT1
1025	hsa04744	GRK7	RHO
1027	hsa04744	RCVRN	C00076
1028	hsa04744	C00076	GUCA1A
1029	hsa04744	C00076	CALML6
1030	hsa04744	C00305	GUCA1A
1032	hsa04744	C00942	CNGB1
1033	hsa04744	RHO	C02110
1034	hsa04744	C00376	RHO
1035	hsa04744	CALML6	CNGB1
1037	hsa04744	GUCA1A	GUCY2F
1039	hsa04080	C01996	CHRM1
1040	hsa04080	C00788...	ADRA1D
1041	hsa04080	C03758	DRD1
1042	hsa04080	C00388	HRH3
1043	hsa04080	C00483...	TAAR9
1044	hsa04080	C06314	FPR1
1045	hsa04080	CTSG	F2R
1046	hsa04080	CGA	FSHR
1047	hsa04080	CGA	LHCGR
1048	hsa04080	CGA	TSHR
1049	hsa04080	C00696	PTGDR
1050	hsa04080	C00584	PTGER1
1051	hsa04080	C00639	PTGFR
1052	hsa04080	C01312	PTGIR
1053	hsa04080	C02198	TBXA2R
1054	hsa04080	C00212	ADORA1
1055	hsa04080	C00002...	LPAR6
1056	hsa04080	C11695...	CNR1
1057	hsa04080	C01598	MTNR1A
1058	hsa04080	C06124...	S1PR1
1059	hsa04080	C02165	LTB4R
1060	hsa04080	C02166...	CYSLTR1
1061	hsa04080	C00025...	GRM1
1062	hsa04080	C00334	GPR156
1063	hsa04080	C12270	GRIN3A
1064	hsa04080	C00334	GABRR3...
1065	hsa04080	C00002...	P2RX2
1066	hsa04080	C00025	GRIN3A
1067	hsa04080	C00049	GRIN3A
1068	hsa04080	C00506	GRIN3A
1069	hsa04080	C00037	GLRA1
1070	hsa04080	C00099	GLRA1
1071	hsa04080	C00245	GLRA1
1072	hsa04080	C12271	TRPV1
1073	hsa04080	C12272	TRPV1
1074	hsa04080	C11695	TRPV1
1075	hsa04080	C05113	TSPO
1076	hsa04080	C00735	NR3C1
1077	hsa04080	CSH1	GHR
1078	hsa04080	C02465...	THRA
1079	hsa04080	LEP	LEPR
1080	hsa04080	PRL	PRLR
1081	hsa04080	C01996	CHRNA1
1082	hsa04919	PRKCA	MAPK1
1084	hsa04919	PIK3CA	ATP1B4...
1086	hsa04919	C00575	PRKACA
1087	hsa04919	PRKACA	MAP2K1
1088	hsa04919	HRAS	RAF1
1089	hsa04919	PLCD3	C01245
1090	hsa04919	PLCD3	C00165
1091	hsa04919	C00165	PRKCA
1092	hsa04919	C00076	PRKCA
1093	hsa04919	RAF1	MAP2K1
1095	hsa04919	MAP2K1	MAPK1
1097	hsa04919	MAPK1	STAT1
1099	hsa04919	MAPK1	TP53
1101	hsa04919	MAPK1	ESR1
1103	hsa04919	MAPK1	THRB
1105	hsa04919	PRKCA	SLC9A1
1107	hsa04919	MAPK1	ATP1B4...
1108	hsa04919	SRC	PIK3CA
1110	hsa04919	THRB	PIK3CA
1111	hsa04919	PIK3CA	C05981
1112	hsa04919	C05981	AKT3
1113	hsa04919	PDPK1	AKT3
1114	hsa04919	PIK3CA	THRA
1115	hsa04919	AKT3	MDM2
1117	hsa04919	AKT3	TBC1D4
1119	hsa04919	AKT3	PFKFB2
1121	hsa04919	AKT3	GSK3B
1123	hsa04919	GSK3B	CTNNB1
1125	hsa04919	AKT3	TSC2
1127	hsa04919	MDM2	TP53
1128	hsa04919	TSC2	RHEB
1129	hsa04919	AKT3	BAD
1131	hsa04919	AKT3	FOXO1
1133	hsa04919	AKT3	CASP9
1135	hsa04919	RHEB	MTOR
1136	hsa04919	THRB	CCND1
1137	hsa04919	THRB	GATA4
1138	hsa04919	THRB	RCAN1
1139	hsa04919	THRB	HIF1A
1140	hsa04919	THRB	MYC
1141	hsa04919	THRB	MYH6
1142	hsa04919	THRB	ATP2A2
1143	hsa04919	THRB	PLN
1144	hsa04919	THRB	WNT4
1145	hsa04919	THRB	CTNNB1
1146	hsa04919	THRA	MYH6
1147	hsa04919	THRA	ATP2A2
1148	hsa04919	THRA	PLN
1149	hsa04919	THRA	WNT4
1150	hsa04919	THRA	CTNNB1
1151	hsa04919	THRA	NOTCH1
1152	hsa04919	THRA	BMP4
1153	hsa04919	HIF1A	SLC2A1
1154	hsa04919	HIF1A	PFKP
1155	hsa04919	PIK3CA	RCAN2
1157	hsa04919	PIK3CA	HIF1A
1159	hsa04919	C02465	THRA
1161	hsa04919	C02465	THRB
1163	hsa04919	C01829	THRA
1164	hsa04919	THRA	ACTB
1165	hsa04060	CXCL1	CXCR1
1166	hsa04060	CXCL6	CXCR1
1168	hsa04060	CXCL8	CXCR1
1169	hsa04060	CXCL1	CXCR2
1170	hsa04060	CXCL6	CXCR2
1172	hsa04060	CXCL8	CXCR2
1175	hsa04060	PPBP	CXCR2
1176	hsa04060	PF4	CXCR3
1178	hsa04060	CXCL9	CXCR3
1179	hsa04060	CXCL10	CXCR3
1180	hsa04060	CXCL11	CXCR3
1181	hsa04060	CXCL13	CXCR3
1182	hsa04060	CXCL13	CXCR5
1183	hsa04060	CXCL12	CXCR4
1184	hsa04060	CXCL12	ACKR3
1185	hsa04060	CXCL16	CXCR6
1186	hsa04060	XCL1	XCR1
1187	hsa04060	XCL2	XCR1
1188	hsa04060	CX3CL1	CX3CR1
1189	hsa04060	IL4	IL4R
1190	hsa04060	IL13	IL13RA1
1191	hsa04060	IL13	IL13RA2
1192	hsa04060	EPO	EPOR
1193	hsa04060	CSH1	GHR
1195	hsa04060	PRL	PRLR
1196	hsa04060	THPO	MPL
1197	hsa04060	CSF3	CSF3R
1198	hsa04060	LEP	LEPR
1199	hsa04060	IL1A	IL1R2
1200	hsa04060	IL1B	IL1R2
1201	hsa04060	IL1RN	IL1R2
1202	hsa04060	IL17B	IL17RB
1203	hsa04060	IL17C	IL17RE
1204	hsa04060	IL16	CD4
1205	hsa04060	IL34	CSF1R
1206	hsa04060	CSF1	CSF1R
1207	hsa04060	TNF	TNFRSF1A
1208	hsa04060	TNF	TNFRSF1B
1209	hsa04060	LTA	TNFRSF1A
1210	hsa04060	LTA	TNFRSF1B
1211	hsa04060	LTA	LTBR
1212	hsa04060	LTA	TNFRSF14
1213	hsa04060	LTB	LTBR
1214	hsa04060	TNFSF14	LTBR
1215	hsa04060	TNFSF14	TNFRSF14
1216	hsa04060	TNFSF14	TNFRSF6B
1217	hsa04060	FASLG	TNFRSF6B
1218	hsa04060	FASLG	FAS
1219	hsa04060	TNFSF15	TNFRSF6B
1220	hsa04060	TNFSF15	TNFRSF25
1221	hsa04060	TNFSF10	TNFRSF10B
1223	hsa04060	TNFSF10	TNFRSF10C
1224	hsa04060	TNFSF10	TNFRSF10D
1225	hsa04060	EDA	EDAR
1226	hsa04060	EDA	EDA2R
1227	hsa04060	NGF	NGFR
1228	hsa04060	TNFSF11	TNFRSF11B
1229	hsa04060	TNFSF11	TNFRSF11A
1230	hsa04060	TNFSF12	TNFRSF12A
1231	hsa04060	CD70	CD27
1232	hsa04060	TNFSF8	TNFRSF8
1233	hsa04060	CD40LG	CD40
1234	hsa04060	TNFSF9	TNFRSF9
1235	hsa04060	TNFSF4	TNFRSF4
1236	hsa04060	TNFSF18	TNFRSF18
1237	hsa04060	TNFSF13	TNFRSF17
1238	hsa04060	TNFSF13	TNFRSF13B
1239	hsa04060	TNFSF13B	TNFRSF17
1240	hsa04060	TNFSF13B	TNFRSF13B
1241	hsa04060	TNFSF13B	TNFRSF13C
1242	hsa04060	CCL1	CCR8
1243	hsa04060	CCL1	ACKR4
1244	hsa04060	CCL25	CCR9
1245	hsa04060	CCL25	ACKR4
1246	hsa04060	CCL19	ACKR4
1247	hsa04060	CCL19	CCR7
1248	hsa04060	CCL21	ACKR4
1249	hsa04060	CCL21	CCR7
1250	hsa04060	CCL3L3	CCR5
1251	hsa04060	CCL4L1	CCR5
1254	hsa04060	CCL17	CCR4
1255	hsa04060	CCL22	CCR4
1256	hsa04060	CCL5	CCR4
1257	hsa04060	CCL5	CCR5
1258	hsa04060	CCL5	CCR3
1259	hsa04060	CCL5	CCR1
1261	hsa04060	CCL3L3	CCR1
1262	hsa04060	CCL8	CCR5
1263	hsa04060	CCL8	ACKR4
1264	hsa04060	CCL8	CCR2
1265	hsa04060	CCL8	CCR1
1266	hsa04060	CCL14	CCR1
1267	hsa04060	CCL16	CCR1
1268	hsa04060	CCL15	CCR1
1270	hsa04060	CCL15	CCR3
1271	hsa04060	CCL13	CCR1
1272	hsa04060	CCL13	CCR3
1273	hsa04060	CCL13	ACKR4
1274	hsa04060	CCL13	CCR2
1275	hsa04060	CCL7	CCR1
1276	hsa04060	CCL7	CCR3
1277	hsa04060	CCL7	CCR2
1278	hsa04060	CCL2	CCR2
1280	hsa04060	CCL11	CCR3
1281	hsa04060	CCL24	CCR3
1282	hsa04060	CCL26	CCR3
1283	hsa04060	CCL27	CCR2
1284	hsa04060	CCL27	CCR3
1285	hsa04060	CCL27	CCR10
1286	hsa04060	CCL28	CCR3
1287	hsa04060	CCL28	CCR10
1288	hsa04060	CCL20	CCR6
1289	hsa04062	CCL26	CXCR6
1291	hsa04062	CXCR6	JAK2
1292	hsa04062	JAK2	STAT1
1294	hsa04062	CXCR6	GNAI1
1295	hsa04062	GNAI1	ADCY1
1296	hsa04062	ADCY1	PRKACA
1298	hsa04062	GNAI1	FGR
1299	hsa04062	FGR	SHC2
1300	hsa04062	SHC2	GRB2
1301	hsa04062	GRB2	SOS1
1302	hsa04062	SOS1	HRAS
1304	hsa04062	HRAS	RAF1
1305	hsa04062	RAF1	MAP2K1
1307	hsa04062	MAP2K1	MAPK1
1309	hsa04062	FGR	PIK3CA
1311	hsa04062	PIK3CA	HRAS
1313	hsa04062	PIK3CA	PRKCZ
1315	hsa04062	PRKCZ	MAPK1
1316	hsa04062	PIK3CA	AKT3
1318	hsa04062	AKT3	CHUK
1320	hsa04062	CHUK	NFKBIA
1321	hsa04062	NFKBIA	NFKB1
1322	hsa04062	AKT3	GSK3A...
1324	hsa04062	FGR	ITK
1325	hsa04062	PIK3CA	ITK
1326	hsa04062	ITK	VAV3...
1327	hsa04062	VAV3...	RAC1
1328	hsa04062	RAC1	PAK1
1330	hsa04062	VAV3...	CDC42
1332	hsa04062	CDC42	PAK1
1333	hsa04062	CDC42	WAS
1334	hsa04062	VAV3...	RHOA
1335	hsa04062	RHOA	ROCK1
1336	hsa04062	PIK3CA	PREX1
1338	hsa04062	PREX1	RAC1
1339	hsa04062	GNB5	PREX1
1340	hsa04062	GNB5	PIK3CA
1341	hsa04062	FGR	PTK2B
1343	hsa04062	PTK2B	PXN
1344	hsa04062	PTK2B	CRK
1345	hsa04062	FGR	PTK2
1347	hsa04062	PIK3CA	PTK2
1349	hsa04062	PTK2	PXN
1351	hsa04062	PTK2	BCAR1
1352	hsa04062	BCAR1	CRK
1353	hsa04062	GNAI1	GNB5
1354	hsa04062	GNB5	PLCB1
1355	hsa04062	PLCB1	C01245
1356	hsa04062	C00076	RASGRP2
1358	hsa04062	RASGRP2	RAP1A
1359	hsa04062	RAP1A	CDC42
1361	hsa04062	TIAM1	RAC1
1362	hsa04062	C00076	PRKCB
1363	hsa04062	PLCB1	PRKCB
1365	hsa04062	C00165	RASGRP2
1367	hsa04062	PRKCB	NCF1
1369	hsa04062	ARRB1	CXCR6
1370	hsa04062	GRK7	CXCR6
1371	hsa04062	AKT3	FOXO3
1373	hsa04062	PRKCB	PTK2B
1375	hsa04620	IRF5	TNF
1376	hsa04620	IRF7	IFNA1
1377	hsa04620	IRF7	IFNB1
1378	hsa04620	IRF3	CD40
1379	hsa04620	IRF3	CD80
1380	hsa04620	IRF3	CD86
1381	hsa04620	IRF3	IFNB1
1382	hsa04620	IRF3	CXCL10
1383	hsa04620	IRF3	CXCL11
1384	hsa04620	STAT1	CXCL10
1385	hsa04620	STAT1	CXCL11
1386	hsa04620	TLR2	RAC1
1387	hsa04620	MYD88	FADD
1388	hsa04620	FADD	CASP8
1389	hsa04620	CD14	TLR4
1390	hsa04620	TLR4	MYD88
1391	hsa04620	TRAF6	MAP3K7
1392	hsa04620	TRAF6	IRF5
1393	hsa04620	TLR4	TICAM2
1394	hsa04620	TICAM2	TICAM1
1395	hsa04620	TLR5	MYD88
1396	hsa04620	MYD88	IRAK1
1397	hsa04620	TLR9	MYD88
1398	hsa04620	TLR3	TICAM1
1399	hsa04620	TICAM1	TRAF3
1401	hsa04620	TRAF6	IRF7
1403	hsa04620	IRAK4	TRAF6
1404	hsa04620	IRAK4	IRAK1
1406	hsa04620	IRAK1	IRF7
1409	hsa04620	TLR1	TLR2
1410	hsa04620	TLR6	TLR2
1411	hsa04620	LY96	TLR4
1412	hsa04620	NFKBIA	NFKB1
1413	hsa04620	TLR7	MYD88
1414	hsa04620	RIPK1	TRAF6
1415	hsa04620	TAB1	TAB2
1416	hsa04620	TAB1	MAP3K7
1417	hsa04620	MAP3K8	NFKB1
1418	hsa04620	MAP3K8	MAP2K1
1419	hsa04620	MAP2K1	MAPK1
1420	hsa04620	MAP2K3	MAPK14
1421	hsa04620	MAP2K7	MAPK8
1422	hsa04620	MAPK8	FOS
1423	hsa04620	RAC1	PIK3CA
1424	hsa04620	IFNB1	IFNAR1
1425	hsa04620	IFNAR1	STAT1
1426	hsa04620	STAT1	CXCL9
1427	hsa04620	IRF5	IL1B
1428	hsa04620	IRF5	IL6
1429	hsa04620	IRF5	IL12A
1430	hsa04620	IRF5	CXCL8
1431	hsa04620	IRF5	CCL5
1432	hsa04620	IRF5	CCL3L3
1433	hsa04620	CHUK	IRF7
1434	hsa04620	SPP1	IRF7
1435	hsa04620	MAPK14	FOS
1436	hsa04620	MAPK1	FOS
1437	hsa04620	IRF3	CXCL9
1438	hsa04620	FOS	TNF
1439	hsa04620	FOS	IL1B
1440	hsa04620	FOS	IL6
1441	hsa04620	FOS	IL12A
1442	hsa04620	FOS	CXCL8
1443	hsa04620	FOS	CCL5
1444	hsa04620	FOS	CCL3L3
1445	hsa04620	FOS	CCL4L1
1446	hsa04620	NFKB1	TNF
1447	hsa04620	NFKB1	IL1B
1448	hsa04620	NFKB1	IL6
1449	hsa04620	NFKB1	IL12A
1450	hsa04620	NFKB1	CXCL8
1451	hsa04620	NFKB1	CCL5
1452	hsa04620	NFKB1	CCL3L3
1453	hsa04620	NFKB1	CCL4L1
1454	hsa04620	IKBKB	NFKBIA
1455	hsa04620	MAP3K7	IKBKB
1457	hsa04620	MAP3K7	MAP2K3
1459	hsa04620	MAP3K7	MAP2K7
1461	hsa04620	PIK3CA	AKT3
1463	hsa04620	AKT3	NFKB1
1466	hsa04621	NOD2	RIPK2
1467	hsa04621	NLRP1	PYCARD
1468	hsa04621	PYCARD	CASP1
1469	hsa04621	NLRP3	CARD8
1470	hsa04621	MEFV	PSTPIP1
1471	hsa04621	SUGT1	NLRP3
1472	hsa04621	SUGT1	HSP90AA1
1473	hsa04621	HSP90AA1	NLRP3
1474	hsa04621	NOD1	ATG16L1
1475	hsa04621	ATG16L1	ATG5
1476	hsa04621	ATG16L1	ATG12
1477	hsa04621	ATG5	ATG12
1478	hsa04621	SUGT1	NOD1
1479	hsa04621	ATG16L1	GABARAP
1480	hsa04621	ATG5	GABARAP
1481	hsa04621	ATG12	GABARAP
1482	hsa04621	NOD2	ATG12
1483	hsa04621	NOD2	ATG5
1484	hsa04621	NOD2	ATG16L1
1485	hsa04621	NOD1	RIPK2
1486	hsa04621	RBCK1	RIPK2
1488	hsa04621	XIAP	RIPK2
1490	hsa04621	CARD6	RIPK2
1491	hsa04621	TRIP6	RIPK2
1492	hsa04621	RIPK2	IKBKG
1493	hsa04621	IKBKG	CHUK
1494	hsa04621	CHUK	NFKBIA
1496	hsa04621	NFKBIA	NFKB1
1497	hsa04621	NFKB1	IL1B
1498	hsa04621	NFKB1	IL18
1499	hsa04621	NFKB1	IL6
1500	hsa04621	NFKB1	TNF
1501	hsa04621	NFKB1	CXCL8
1502	hsa04621	NFKB1	CXCL1
1503	hsa04621	NFKB1	CCL2
1504	hsa04621	NFKB1	CCL5
1505	hsa04621	NFKB1	CAMP
1508	hsa04621	ERBIN	NOD2
1509	hsa04621	NLRX1	MAVS
1510	hsa04621	BCL2	NLRP1
1511	hsa04621	BCL2L1	NLRP1
1512	hsa04621	IFI16	AIM2
1513	hsa04621	TP53BP1	AIM2
1514	hsa04621	PYDC5	AIM2
1515	hsa04621	RIPK2	TAB1
1518	hsa04621	BIRC2	RIPK2
1520	hsa04621	CARD9	RIPK2
1521	hsa04621	TRAF2	RIPK2
1522	hsa04621	TNFAIP3	RIPK2
1523	hsa04621	NOD2	MAVS
1524	hsa04621	MAVS	TRAF3
1525	hsa04621	RIPK2	TRAF3
1526	hsa04621	MAP3K7	CHUK
1528	hsa04621	MAP3K7	MAPK1
1530	hsa04621	MAP3K7	MAPK8
1532	hsa04621	MAP3K7	MAPK14
1534	hsa04621	MAPK1	JUN
1536	hsa04621	MAPK8	JUN
1538	hsa04621	MAPK14	JUN
1540	hsa04621	JUN	IL1B
1541	hsa04621	JUN	IL18
1542	hsa04621	JUN	IL6
1543	hsa04621	JUN	TNF
1544	hsa04621	JUN	CXCL8
1545	hsa04621	JUN	CXCL1
1546	hsa04621	JUN	CCL2
1547	hsa04621	JUN	CCL5
1548	hsa04621	JUN	CAMP
1549	hsa04621	IRF3	IFNA1
1550	hsa04621	TRAF3	IKBKE
1551	hsa04621	IKBKE	TBK1
1552	hsa04621	IKBKE	TANK
1553	hsa04621	TAB1	MAP3K7
1554	hsa04621	NLRP3	PYCARD
1556	hsa04621	NOD2	NLRP1
1557	hsa04621	CTSB	NLRP3
1558	hsa04621	C00002	P2RX7
1559	hsa04621	C00076	NLRP3
1560	hsa04621	GPRC6A	PLCB1
1561	hsa04621	PLCB1	C01245
1562	hsa04621	C01245	ITPR1
1563	hsa04621	ITPR1	C00076
1564	hsa04621	RNASEL	DHX33
1565	hsa04621	DHX33	MAVS
1566	hsa04621	MAVS	NLRP3
1568	hsa04621	MAVS	MFN1
1569	hsa04621	TXNIP	TXN2
1570	hsa04621	CYBB	CYBA
1571	hsa04621	NLRP6	PYCARD
1573	hsa04621	NLRP7	PYCARD
1575	hsa04621	NLRP12	PYCARD
1577	hsa04621	NLRC4	PYCARD
1579	hsa04621	AIM2	PYCARD
1581	hsa04621	MEFV	PYCARD
1583	hsa04621	IFI16	PYCARD
1587	hsa04621	IRAK4	TRAF6
1589	hsa04621	JAK1	TYK2
1590	hsa04621	TXNIP	NLRP3
1591	hsa04621	C00155	CYBB
1592	hsa04621	NAMPT	CYBB
1593	hsa04621	RIPK3	DNM1L
1594	hsa04621	NEK7	NLRP3
1595	hsa04621	BRCC3	NLRP3
1596	hsa04621	CASP8	CASP1
1597	hsa04621	CASP8	FADD
1598	hsa04621	C00533	NLRP3
1599	hsa04621	PYDC1	PYCARD
1600	hsa04621	PYDC2	PYCARD
1602	hsa04621	CASP12	CASP1
1603	hsa04621	CARD16	CASP1
1604	hsa04621	NAIP	NLRC4
1605	hsa04621	PRKCD	NLRC4
1607	hsa04621	RHOA	MEFV
1609	hsa04621	CASP1	IL1B
1610	hsa04621	CASP1	IL18
1611	hsa04621	CASP1	GSDMD
1612	hsa04621	CASP5	GSDMD
1613	hsa04621	CASP4	GSDMD
1614	hsa04621	GSDMD	NLRP3
1615	hsa04621	IFNA1	IFNAR1
1616	hsa04621	IFNAR1	JAK1
1617	hsa04621	IFNAR1	TYK2
1618	hsa04621	JAK1	STAT1
1619	hsa04621	IRF9	STAT1
1620	hsa04621	TLR4	TICAM1
1621	hsa04621	TLR4	MYD88
1622	hsa04621	TICAM1	IRF3
1623	hsa04621	MYD88	IRAK4
1624	hsa04621	IRAK4	IKBKG
1629	hsa04621	NLRP12	NFKB1
1632	hsa04621	NFKB1	NLRP3
1633	hsa04621	IFI16	TMEM173
1634	hsa04621	TMEM173	TBK1
1635	hsa04621	TBK1	IRF3
1636	hsa04621	TBK1	NFKB1
1638	hsa04621	NFKB1	IFNA1
1639	hsa04621	IKBKE	IRF3
1641	hsa04621	TRAF6	IKBKG
1642	hsa04621	C00076	GPRC6A
1643	hsa04623	DDX58	MAVS
1644	hsa04623	MAVS	NFKB1
1646	hsa04623	MAVS	TMEM173
1647	hsa04623	TMEM173	TBK1
1648	hsa04623	TMEM173	IKBKE
1649	hsa04623	TBK1	IRF3
1650	hsa04623	IKBKE	IRF7
1651	hsa04623	ZBP1	TBK1
1652	hsa04623	ZBP1	IKBKE
1653	hsa04623	ZBP1	IRF3
1654	hsa04623	ZBP1	IRF7
1655	hsa04623	ZBP1	RIPK1
1656	hsa04623	RIPK1	CHUK
1658	hsa04623	CHUK	NFKBIA
1660	hsa04623	NFKBIA	NFKB1
1661	hsa04623	ZBP1	RIPK3
1662	hsa04623	AIM2	PYCARD
1663	hsa04623	PYCARD	CASP1
1664	hsa04623	TBK1	IRF7
1665	hsa04623	IKBKE	IRF3
1666	hsa04623	CGAS	C20640
1667	hsa04623	C20640	TMEM173
1669	hsa04623	NFKB1	IL6
1670	hsa04623	IRF3	IFNA1
1671	hsa04623	IRF3	IFNB1
1672	hsa04623	IRF7	IFNA1
1673	hsa04623	IRF7	IFNB1
1675	hsa04623	NFKB1	CCL4L1
1676	hsa04623	NFKB1	CCL5
1677	hsa04623	NFKB1	CXCL10
1678	hsa04623	CASP1	IL1B
1679	hsa04623	CASP1	IL18
1680	hsa04623	CASP1	IL33
1681	hsa04668	TNF	TNFRSF1A
1682	hsa04668	TNFRSF1A	TRADD
1683	hsa04668	TRAF2	MAP3K7
1684	hsa04668	MAP3K7	MAP2K7
1685	hsa04668	MAP2K7	MAPK8
1686	hsa04668	MAPK8	FOS
1687	hsa04668	MAP3K7	MAP2K3
1688	hsa04668	MAP2K3	MAPK14
1689	hsa04668	MAPK14	CEBPB
1690	hsa04668	MAP3K7	IKBKB
1691	hsa04668	MAP3K8	MAP2K7
1692	hsa04668	MAP3K8	MAP2K1
1693	hsa04668	MAP2K1	MAPK1
1694	hsa04668	MAPK14	RPS6KA4
1695	hsa04668	MAPK1	RPS6KA4
1696	hsa04668	RPS6KA4	CREB3
1697	hsa04668	TRAF2	MAP3K14
1698	hsa04668	MAP3K14	CHUK
1699	hsa04668	IKBKB	NFKBIA
1700	hsa04668	NFKBIA	NFKB1
1701	hsa04668	RIPK1	IKBKG
1702	hsa04668	TRAF2	BIRC2
1703	hsa04668	BIRC2	RIPK1
1704	hsa04668	MAPK8	ITCH
1705	hsa04668	ITCH	CFLAR
1706	hsa04668	CFLAR	CASP8
1707	hsa04668	TRADD	FADD
1708	hsa04668	FADD	CASP10
1709	hsa04668	FADD	CASP8
1710	hsa04668	CASP10	CASP7
1711	hsa04668	CASP10	CASP3
1712	hsa04668	CASP8	CASP7
1713	hsa04668	CASP8	CASP3
1714	hsa04668	MAP3K5	MAP2K7
1715	hsa04668	TNFRSF1A	BAG4
1716	hsa04668	RIPK1	RIPK3
1717	hsa04668	RIPK3	MLKL
1718	hsa04668	MLKL	PGAM5
1719	hsa04668	PGAM5	DNM1L
1721	hsa04668	NFKB1	CFLAR
1722	hsa04668	LTA	TNFRSF1B
1723	hsa04668	TNFRSF1B	TRAF2
1724	hsa04668	TRAF2	PIK3CA
1725	hsa04668	PIK3CA	AKT3
1729	hsa04668	CHUK	NFKBIA
1733	hsa04668	RIPK1	MAP2K3
1735	hsa04668	TNFRSF1B	DAB2IP
1736	hsa04668	DAB2IP	MAPK8
1737	hsa04668	MAPK8	JUN
1738	hsa04668	TNFRSF1B	IRF1
1740	hsa04668	IRF1	IFNB1
1741	hsa05020	PRNP	PRNP
1743	hsa05020	PRNP	HSPA5
1744	hsa05020	PRNP	NCAM1
1745	hsa05020	PRNP	LAMC1
1746	hsa05020	PRNP	STIP1
1747	hsa05020	PRNP	FYN
1748	hsa05020	MAP2K1	MAPK1
1749	hsa05020	MAPK1	ELK1
1750	hsa05020	ELK1	EGR1
1751	hsa05020	EGR1	CCL5
1752	hsa05020	PRNP	MAP2K1
1754	hsa05020	PRNP	NOTCH1
1756	hsa05020	PRNP	SOD1
1758	hsa05020	PRNP	BAX
1760	hsa05020	STIP1	C00575
1761	hsa05020	C00575	PRKACA
1762	hsa05120	PTPRZ1	GIT1
